A
Beverly Aadland 1942–2010[1]
"Mariann Aalda born May 7, 1948 (age 77)[2]"
"Bobbie Eakes born July 25, 1961 (age 64)"
"Leslie Easterbrook born July 29, 1949 (age 75)"
"Alison Eastwood born May 22, 1972 (age 53)"
Mary Eaton 1901–1948
"Christine Ebersole born February 21, 1953 (age 72)"
Sonya Eddy 1967–2022
"Ayo Edebiri born October 3, 1995 (age 29)"
"Lisa Edelstein born May 21, 1966 (age 59)"
"Barbara Eden born August 23, 1931 (age 93)"
Penny Edwards 1928–1998
"Melissa Claire Egan born September 28, 1981 (age 43)"
"Nicole Eggert born January 13, 1972 (age 53)"
"Jennifer Ehle born December 29, 1969 (age 55)"
"Lisa Eilbacher born May 5, 1956 (age 69) (born in Saudi Arabia)"
"Jill Eikenberry born January 21, 1947 (age 78)"
"Hallie Eisenberg born August 2, 1992 (age 32)"
"Carmen Electra born April 20, 1972 (age 53)"
"Erika Eleniak born September 29, 1969 (age 55)"
"Jenna Elfman born September 30, 1971 (age 53)"
"Kimberly Elise born April 17, 1967 (age 58)"
"Shannon Elizabeth born September 7, 1973 (age 51)"
Vera-Ellen 1921–1981
"Jane Elliot born January 17, 1947 (age 78)"
Patricia Elliott 1938–2015
"Aunjanue Ellis born February 21, 1969 (age 56)"
Fern Emmett 1896–1946[4]
Georgia Engel 1948–2019
"Molly Ephraim born May 22, 1986 (age 39)"
"Shareeka Epps born July 11, 1989 (age 36)"
"Kathryn Erbe born July 5, 1965 (age 60)"
"Jennifer Esposito born April 11, 1973 (age 52)"
"Susie Essman born May 31, 1955 (age 70)"
"Scarlett Estevez born December 4, 2007 (age 17)"
Estelle Evans 1906–1985
"Judi Evans born July 12, 1964 (age 61)"
"Linda Evans born November 18, 1942 (age 82)"
Madge Evans 1909–1981
"Mary Beth Evans born March 7, 1961 (age 64)"
"Eve born November 10, 1978 (age 46)"
"Angie Everhart born September 7, 1969 (age 55)"
"Bridget Everett born April 21, 1972 (age 53)"
"Wynn Everett born October 26, 1978 (age 46)"
"Briana Evigan born October 23, 1986 (age 38)"
"Kayla Ewell born August 27, 1985 (age 39)"
F
"Shelley Fabares born January 19, 1944 (age 81)"
Nanette Fabray 1920–2018
"Morgan Fairchild born February 3, 1950 (age 75)"
"Lola Falana born September 11, 1942 (age 82)"
"Edie Falco born July 5, 1963 (age 62)"
"Siobhan Fallon born May 13, 1961 (age 64)"
"Dakota Fanning born February 23, 1994 (age 31)"
"Elle Fanning born April 9, 1998 (age 27)"
"Anna Faris born November 29, 1976 (age 48)"
Frances Farmer 1913–1970
"Taissa Farmiga born August 17, 1994 (age 30)"
"Vera Farmiga born August 6, 1973 (age 51)"
Glenda Farrell 1904–1971
Sharon Farrell 1940-2023
"Terry Farrell born November 19, 1963 (age 61)"
"Mia Farrow born February 9, 1945 (age 80)"
Farrah Fawcett 1947–2009
Alice Faye 1915–1998
"Barbara Feldon born March 12, 1933 (age 92)"
"Tovah Feldshuh born December 27, 1948 (age 76)"
"Beanie Feldstein born June 24, 1993 (age 32)"
"Sherilyn Fenn born February 1, 1965 (age 60)"
"Priah Ferguson born October 1, 2006 (age 18)"
"Vanessa Ferlito born December 28, 1977 (age 47)"
Conchata Ferrell 1943–2020
"America Ferrera born April 18, 1984 (age 41)"
Peggy Feury 1924–1985
"Tina Fey born May 18, 1970 (age 55)"
"Sally Field born November 6, 1946 (age 78)"
"Chip Fields born August 5, 1961 (age 63)"
"Holly Fields born October 11, 1976 (age 48)"
"Jere Fields born July 2, 1959 (age 66)"
"Kim Fields born May 12, 1969 (age 56)"
"Hala Finley born May 18, 2009 (age 16)"
"Ashley Fink born November 20, 1986 (age 38)"
"Linda Fiorentino born March 9, 1958 (age 67)"
"Jenna Fischer born March 7, 1974 (age 51)"
"Takayo Fischer born November 25, 1932 (age 92)"
"Danielle Fishel born May 5, 1981 (age 44)"
Carrie Fisher 1956–2016
"Elsie Fisher born April 3, 2003 (age 22)"
"Frances Fisher born May 11, 1952 (age 73) (born in England)"
"Joely Fisher born October 29, 1967 (age 57)"
"Schuyler Fisk born July 8, 1982 (age 43)"
"Fannie Flagg born September 21, 1944 (age 80)"
"Jennifer Flavin born August 14, 1968 (age 56)"
"Jaqueline Fleming born September 10, 1977 (age 47) (born in Denmark)"
Rhonda Fleming 1923–2020
Louise Fletcher 1934–2022
"Calista Flockhart born November 11, 1964 (age 60)"
Ann Flood 1932–2022
Nina Foch 1924–2008
"Megan Follows born March 14, 1968 (age 57) (born in Canada)"
"Bridget Fonda born January 27, 1964 (age 61)"
"Jane Fonda born December 21, 1937 (age 87)"
"Lyndsy Fonseca born January 7, 1987 (age 38)"
Joan Fontaine 1917–2013 (born in Japan)
"Anitra Ford born September 3, 1942 (age 82)"
Constance Ford 1923–1993
"Courtney Ford born June 27, 1978 (age 47)"
"Faith Ford born September 14, 1964 (age 60)"
Maria Ford
"Deborah Foreman born October 12, 1962 (age 62)"
Sally Forrest 1928–2015
"Abby Ryder Fortson born March 14, 2008 (age 17)"
"Jodie Foster born November 19, 1962 (age 62)"
"Kimberly Foster born July 6, 1961 (age 64)"
"Meg Foster born May 10, 1948 (age 77)"
"Sara Foster born February 5, 1981 (age 44)"
"Sutton Foster born March 18, 1975 (age 50)"
"Jorja Fox born July 7, 1968 (age 57)"
"Megan Fox born May 16, 1986 (age 39)"
"Vivica A. Fox born July 30, 1964 (age 60)"
"Mackenzie Foy born November 10, 2000 (age 24)"
Anne Francis 1930–2011
Kay Francis 1905–1968
Bonnie Franklin 1944–2013
"Diane Franklin born February 11, 1962 (age 63)"
Kathleen Freeman 1923–2001
Mona Freeman 1926–2014
"Kate French born September 23, 1984 (age 40)"
"Lindsay Frost born June 4, 1962 (age 63)"
"Soleil Moon Frye born August 6, 1976 (age 48)"
"Isabelle Fuhrman born February 25, 1997 (age 28)"
"Emma Fuhrmann born September 15, 2001 (age 23)"
Annette Funicello 1942–2013
G
Eva Gabor 1919–1995 (Hungarian-born)
Zsa Zsa Gabor 1917–2016 (Hungarian-born)
Jacqueline Gadsden 1900–1986
"Lady Gaga born March 28, 1986 (age 39)"
June Gale 1911–1996
Rita Gam 1927–2016
"Aimee Garcia born November 28, 1978 (age 46)"
Ava Gardner 1922-1990
"Virginia Gardner born April 18, 1995 (age 30)"
Beverly Garland 1926–2008
Judy Garland 1922–1969
"Jennifer Garner born April 17, 1972 (age 53)"
"Julia Garner born February 1, 1994 (age 31)"
"Kelli Garner born April 11, 1984 (age 41)"
Peggy Ann Garner 1932–1984
"Janeane Garofalo born September 28, 1964 (age 60)"
Teri Garr 1944–2024
Betty Garrett 1919–2011
Greer Garson 1904–1996 (British-born)
"Jennie Garth born April 3, 1972 (age 53)"
"Ana Gasteyer born May 4, 1967 (age 58)"
"Janina Gavankar born November 29, 1980 (age 44)"
"Erica Gavin born July 22, 1947 (age 78)"
"Rebecca Gayheart born August 12, 1971 (age 53)"
"Sami Gayle born January 22, 1996 (age 29)"
Janet Gaynor 1906–1984
Mitzi Gaynor 1931-2024
Luella Gear 1897–1980
Barbara Bel Geddes 1922–2005
"Sarah Michelle Gellar born April 14, 1977 (age 48)"
Gladys George 1904–1954
"Lynda Day George born December 11, 1944 (age 80)"
"Melissa George born August 6, 1976 (age 48)"
"Lauren German born November 29, 1978 (age 46)"
"Gina Gershon born June 10, 1962 (age 63)"
"Jami Gertz born October 28, 1965 (age 59)"
"Greta Gerwig born August 4, 1983 (age 41)"
Estelle Getty 1923–2008
"Cynthia Gibb born December 14, 1963 (age 61)"
"Marla Gibbs born June 14, 1931 (age 94)"
"Debbie Gibson born August 31, 1970 (age 54)"
"Kelli Giddish born April 13, 1980 (age 45)"
"Elaine Giftos born January 24, 1945 (age 80)[5]"
Eugenia Gilbert 1902–1978
Florence Gilbert 1904–1991
Helen Gilbert 1915–1995[6]
Jane Gilbert 1919–2004[7][8]
Joanne Gilbert 1932-2025[9]
Jody Gilbert 1916–1979
"Melissa Gilbert born May 8, 1964 (age 61)"
Mercedes Gilbert 1894–1952
"Sara Gilbert born January 29, 1975 (age 50)"
Sandra Giles 1932–2016
"Elizabeth Gillies born July 26, 1993 (age 32)"
Ann Gillis 1923–2018
"Alexie Gilmore born January 1, 1976 (age 49)"
"Peri Gilpin born May 27, 1961 (age 64)"
"Annabeth Gish born March 13, 1971 (age 54)"
Dorothy Gish 1898–1968
Lillian Gish 1893–1993
"Robin Givens born November 27, 1964 (age 60)"
"Summer Glau born July 24, 1981 (age 44)"
"Lola Glaudini born November 24, 1971 (age 53)"
"Ilana Glazer born April 12, 1987 (age 38)"
Lucile Gleason 1888–1947
Carlin Glynn 1940-2023
Paulette Goddard 1910–1990
"Angela Goethals born May 20, 1977 (age 48)"
"Tracey Gold born May 16, 1969 (age 56)"
"Whoopi Goldberg born November 13, 1955 (age 69)"
"Gage Golightly born September 5, 1993 (age 31)"
Arlene Golonka 1936–2021
Minna Gombell 1892–1973
"Selena Gomez born July 22, 1992 (age 33)"
"Meagan Good born August 8, 1981 (age 43)"
"Ginnifer Goodwin born May 22, 1978 (age 47)"
"Lecy Goranson born June 22, 1974 (age 51)"
Ruth Gordon 1896–1985
"YaYa Gosselin born January 26, 2009 (age 16)"
Alice Ghostley 1923–2007
Betty Grable 1916–1973
"Maggie Grace born September 21, 1983 (age 41)"
"Heather Graham born January 29, 1970 (age 55)"
"Kat Graham born September 5, 1989 (age 35) (Swiss-born)"
"Lauren Graham born March 16, 1967 (age 58)"
Gloria Grahame 1923–1981
"Greer Grammer born February 15, 1992 (age 33)"
"Ariana Grande born June 26, 1993 (age 32)"
"Beth Grant born September 18, 1949 (age 75)"
"Brea Grant born October 16, 1981 (age 43)"
"Lee Grant born October 31, 1926 (age 98)"
Bonita Granville 1923–1988
"Karen Grassle born February 25, 1942 (age 83)"
"Erin Gray born January 7, 1950 (age 75)"
"Linda Gray born September 12, 1940 (age 84)"
"Ari Graynor born April 27, 1983 (age 42)"
Kathryn Grayson 1922–2010
"Alice Greczyn born February 6, 1986 (age 39)"
"Ariana Greenblatt born August 27, 2007 (age 17)"
Charlotte Greenwood 1890–1977
Virginia Gregg 1916-1986
"Kerri Green born January 14, 1967 (age 58)"
"Ashley Greene born February 21, 1987 (age 38)"
Charlotte Greenwood 1890–1977
"Judy Greer born July 20, 1975 (age 50)"
"Kim Greist born May 12, 1958 (age 67)"
"Jennifer Grey born March 26, 1960 (age 65)"
Virginia Grey 1917–2004
"Pam Grier born May 26, 1949 (age 76)"
Corinne Griffith 1894–1979
"Melanie Griffith born August 9, 1957 (age 67)"
"Tracy Griffith born October 19, 1965 (age 59)"
"Leslie Grossman born October 25, 1971 (age 53)"
"Fiona Gubelmann born March 30, 1980 (age 45)"
"Carla Gugino born August 29, 1971 (age 53)"
Ann Morgan Guilbert 1928–2016
"Grace Gummer born May 9, 1986 (age 39)"
"Mamie Gummer born August 3, 1983 (age 41)"
"Anna Gunn born August 11, 1968 (age 56)"
"Danai Gurira born February 14, 1978 (age 47)"
"Jasmine Guy born March 10, 1962 (age 63)"
"Maggie Gyllenhaal born November 16, 1977 (age 47)"
H
"Olivia Hack born June 16, 1983 (age 42)"
"Shelley Hack born July 6, 1947 (age 78)"
Joan Hackett 1934–1983
"Martha Hackett born February 21, 1961 (age 64)"
"Tiffany Haddish born December 3, 1979 (age 45)"
"Julie Anne Haddock born April 3, 1965 (age 60)"
Sara Haden 1899–1981
"Marianne Hagan born December 8, 1966 (age 58)"
"Molly Hagan born August 3, 1961 (age 63)"
Jean Hagen 1923–1977
Uta Hagen 1919–2004 (born in Germany)
"Julie Hagerty born June 15, 1955 (age 70)"
"Meredith Hagner born May 31, 1987 (age 38)"
"Kathryn Hahn born July 23, 1973 (age 52)"
"Nikki Hahn born November 13, 2002 (age 22)"
"Stacy Haiduk born April 28, 1968 (age 57)"
"Leisha Hailey born July 11, 1971 (age 54) (born in Japan)"
Barbara Hale 1922–2017
"Jennifer Hale born January 1, 1972 (age 53) (Canada-American)"
"Lucy Hale born June 14, 1989 (age 36)"
Alaina Reed Hall 1946–2009
Grayson Hall 1922–1985
"Irma P. Hall born June 3, 1935 (age 90)"
"Rebecca Hall born May 3, 1982 (age 43)"
"Regina Hall born December 12, 1970 (age 54)"
Florence Halop 1923–1986
"Daria Halprin born December 30, 1948 (age 76)"
"Courtney Halverson born June 14, 1989 (age 36)"
"Veronica Hamel born November 20, 1943 (age 81)"
Kim Hamilton 1932–2013
"Linda Hamilton born September 26, 1956 (age 68)"
"LisaGay Hamilton born March 25, 1964 (age 61)"
Lois Hamilton 1943–1999
Margaret Hamilton 1902–1985
"Melinda Page Hamilton born August 22, 1974 (age 50)"
"Barbara Hancock born November 21, 1949 (age 75)"
"Chelsea Handler born February 25, 1975 (age 50)"
"Daryl Hannah born December 3, 1960 (age 64)"
Anne Haney 1934–2001
"Alyson Hannigan born March 24, 1974 (age 51)"
"Sammi Hanratty born September 20, 1995 (age 29)"
"Marcia Gay Harden born August 14, 1959 (age 65)"
"Melora Hardin born June 29, 1967 (age 58)"
Ann Harding 1902–1981
"Mariska Hargitay born January 23, 1964 (age 61)"
Jean Harlow 1911–1937
"Angie Harmon born August 10, 1972 (age 52)"
"Joy Harmon born May 1, 1940 (age 85)"
Marie Harmon 1923–2021
"Elisabeth Harnois born May 26, 1979 (age 46)"
"Jessica Harper born October 10, 1949 (age 75)"
"Tanisha Harper born September 18, 1985 (age 39) (born in Japan)"
"Tess Harper born August 15, 1950 (age 74)"
Valerie Harper 1939–2019
"Laura Harring born March 3, 1964 (age 61) (Mexican-born)"
Barbara Harris 1935–2018
Cynthia Harris 1934–2021
"Danielle Harris born June 1, 1977 (age 48)"
"Danneel Harris born March 18, 1979 (age 46)"
Estelle Harris 1928–2022
"Harriet Sansom Harris born January 8, 1955 (age 70)"
Julie Harris 1925–2013
"Mel Harris born July 12, 1956 (age 69)"
"Rachael Harris born January 12, 1968 (age 57)"
"Jenilee Harrison born June 12, 1958 (age 67)"
"Linda Harrison born July 26, 1945 (age 80)"
"Kathryn Harrold born August 2, 1950 (age 74)"
"Deborah Harry born July 1, 1945 (age 80)"
"Margo Harshman born March 4, 1986 (age 39)"
"Dolores Hart born October 20, 1938 (age 86)"
"Melissa Joan Hart born April 18, 1976 (age 49)"
"Mariette Hartley born June 21, 1940 (age 85)"
Elizabeth Hartman 1943–1987
"Lisa Hartman Black born June 1, 1956 (age 69)"
"Teri Hatcher born December 8, 1964 (age 60)"
"Anne Hathaway born November 12, 1982 (age 42)"
"Marcia Haufrecht born January 3, 1937 (age 88)"
Aaliyah Haughton 1979–2001
Wanda Hawley 1895–1963
"Kali Hawk born October 4, 1986 (age 38)"
"Goldie Hawn born November 21, 1945 (age 79)"
"Salma Hayek born September 2, 1966 (age 58) (Mexican-born)"
Allison Hayes 1930–1977
Helen Hayes 1900–1993
Susan Hayward 1917–1975
Rita Hayworth 1918–1987
Glenne Headly 1955–2017
"Shari Headley born July 15, 1964 (age 61)"
Mary Healy 1918–2015
"Amber Heard born April 22, 1986 (age 39)"
"Patricia Heaton born March 4, 1958 (age 67)"
Anne Heche 1969–2022
"Jessica Hecht born June 28, 1965 (age 60)"
Eileen Heckart 1919–2001
"Tippi Hedren born January 19, 1930 (age 95)"
"Katherine Heigl born November 24, 1978 (age 46)"
"Jayne Heitmeyer born October 30, 1960 (age 64) (born in Canada)"
"Marg Helgenberger born November 16, 1958 (age 66)"
Katherine Helmond 1929–2019
"Mariel Hemingway born November 22, 1961 (age 63)"
"Zulay Henao born May 29, 1979 (age 46) (born in Colombia)"
Florence Henderson 1934–2016
"Lauri Hendler born April 22, 1965 (age 60)"
"Christina Hendricks born May 3, 1975 (age 50) (dual British and American citizenship)"
"Elaine Hendrix born December 28, 1970 (age 54)"
"Marilu Henner born April 6, 1952 (age 73)"
"Shelley Hennig born January 2, 1987 (age 38)"
"Linda Kaye Henning born September 16, 1944 (age 80)"
"Pamela Hensley born October 3, 1950 (age 74)"
"Taraji P. Henson born September 11, 1970 (age 54)"
"Natasha Henstridge born August 15, 1974 (age 50) (born in Canada)"
Katharine Hepburn 1907–2003
"Rebecca Herbst born May 12, 1977 (age 48)"
"Barbara Hershey born February 5, 1948 (age 77)"
"Lori Heuring born April 6, 1973 (age 52) (Panamanian-born)"
"Jennifer Love Hewitt born February 21, 1979 (age 46)"
"Catherine Hicks born August 6, 1951 (age 73)"
"Monique Hicks born December 11, 1967 (age 57)"
"Brianna Hildebrand born August 14, 1996 (age 28)"
"Marianna Hill born February 9, 1942 (age 83)"
"Paris Hilton born February 17, 1981 (age 44)"
"Nichole Hiltz born September 3, 1978 (age 46)"
"Cheryl Hines born September 21, 1965 (age 59)"
Connie Hines 1931–2009
"Marin Hinkle born March 23, 1966 (age 59) (born in Tanzania)"
"Ashley Hinshaw born December 11, 1988 (age 36)"
"Judith Hoag born June 28, 1963 (age 62)"
Mitzi Hoag 1932–2019
"Gaby Hoffmann born January 8, 1982 (age 43)"
"Brooke Hogan born May 5, 1988 (age 37)"
"Alexandra Holden born April 30, 1977 (age 48)"
"Laurie Holden born December 17, 1969 (age 55)"
"Willa Holland born June 18, 1991 (age 34)"
Judy Holliday 1921–1965
"Polly Holliday born July 2, 1937 (age 88)"
"Laurel Holloman born May 23, 1968 (age 57) or 1971"
"Lauren Holly born October 28, 1963 (age 61)"
Celeste Holm 1917–2012
"Katie Holmes born December 18, 1978 (age 46)"
Darla Hood 1931–1979
Charlene Holt 1928–1996
"Olivia Holt born August 5, 1997 (age 27)"
Miriam Hopkins 1902–1972
Hedda Hopper 1885–1966
"Cody Horn born June 12, 1988 (age 37)"
Lena Horne 1917–2010
"Julianne Hough born July 20, 1988 (age 37)"
Whitney Houston 1963–2012
"Bryce Dallas Howard born March 2, 1981 (age 44)"
"Traylor Howard born June 14, 1966 (age 59)"
Beth Howland 1939–2015
"Kelly Hu born February 13, 1968 (age 57)"
"Season Hubley born March 14, 1951 (age 74)"
"Vanessa Hudgens born December 14, 1988 (age 36)"
"Jennifer Hudson born September 12, 1981 (age 43)"
"Haley Hudson born June 14, 1986 (age 39)"
"Kate Hudson born April 19, 1979 (age 46)"
Rochelle Hudson 1916–1972
"Felicity Huffman born December 9, 1962 (age 62)"
Kathleen Hughes 1928–2025
Mary Beth Hughes 1919–1995[10][11]
Sharon Hugueny 1944–1996
Josephine Hull 1877–1957
Gayle Hunnicutt 1943-2023
"Bonnie Hunt born September 22, 1961 (age 63)"
"Helen Hunt born June 15, 1963 (age 62)"
"Linda Hunt born April 2, 1945 (age 80)"
Marsha Hunt 1917–2022
"Holly Hunter born March 20, 1958 (age 67)"
"Kaki Hunter born November 6, 1955 (age 69)"
Kim Hunter 1922–2002
"Mary Beth Hurt born September 26, 1946 (age 78)"
Ruth Hussey 1911–2005
"Anjelica Huston born July 8, 1951 (age 74)"
Josephine Hutchinson 1903–1998[12]
"Gunilla Hutton born May 14, 1944 (age 81) (Swedish-born)"
"Lauren Hutton born November 17, 1943 (age 81)"
Martha Hyer 1924–2014
"Sarah Hyland born November 24, 1990 (age 34)"
"Joyce Hyser born December 20, 1957 (age 67)"
I
"Laura Innes born August 16, 1957 (age 67)"
Jill Ireland 1936-1990 (British-born)
"Kathy Ireland born March 20, 1963 (age 62)"
"Marin Ireland born August 30, 1979 (age 45)"
"Amy Irving born September 10, 1953 (age 71)"
"Judith Ivey born September 4, 1951 (age 73)"
J
"Janet Jackson born May 16, 1966 (age 59)"
"Kate Jackson born October 29, 1948 (age 76)"
"Shar Jackson born August 31, 1976 (age 48)"
"Sherry Jackson born February 15, 1942 (age 83)"
"Skai Jackson born April 8, 2002 (age 23)"
"Victoria Jackson born August 2, 1959 (age 65)"
"Gillian Jacobs born October 19, 1982 (age 42)"
"Allison Janney born November 19, 1959 (age 65)"
Anne Jeffreys 1923–2017
"Mia Sinclair Jenness born December 14, 2005 (age 19)"
Claudia Jennings 1949–1979
"Scarlett Johansson born November 22, 1984 (age 40)"
"Amy Jo Johnson born October 6, 1970 (age 54)"
"Anne-Marie Johnson born July 18, 1960 (age 65)"
"Ashley Johnson born August 9, 1983 (age 41)"
"Dakota Johnson born October 4, 1989 (age 35)"
"Kendra C. Johnson born December 26, 1976 (age 48)"
"Kristen Johnston born September 20, 1967 (age 57)"
"Lynn-Holly Johnson born December 13, 1958 (age 66)"
Rita Johnson 1913–1965
"Sandy Johnson born July 7, 1954 (age 71)"
"JoJo born December 20, 1990 (age 34)"
"Angelina Jolie born June 4, 1975 (age 50)"
Anissa Jones 1958–1976
Carolyn Jones 1930–1983
"Cherry Jones born November 21, 1956 (age 68)"
"Janet Jones born January 10, 1961 (age 64)"
"January Jones born January 5, 1978 (age 47)"
"Jasmine Cephas Jones born July 21, 1989 (age 36)"
Jennifer Jones 1919–2009
"Jill Marie Jones born January 4, 1975 (age 50)"
Marcia Mae Jones 1924–2007
"Rashida Jones born February 25, 1976 (age 49)"
"Renée Jones born October 15, 1958 (age 66)"
"Shirley Jones born March 31, 1934 (age 91)"
"Tamala Jones born November 12, 1974 (age 50)"
Dorothy Jordan 1906–1988
"Olivia Jordan born September 28, 1988 (age 36)"
"Jackie Joseph born November 7, 1933 (age 91)"
"Milla Jovovich born December 17, 1975 (age 49)"
Leatrice Joy 1893–1985
"Elaine Joyce born December 19, 1945 (age 79)"
"Ella Joyce born June 12, 1954 (age 71)"
"Ashley Judd born April 19, 1968 (age 57)"
"Victoria Justice born February 19, 1993 (age 32)"
K
"Jane Kaczmarek born December 21, 1955 (age 69)"
Madeline Kahn 1942–1999
"Bianca Kajlich born March 26, 1977 (age 48)"
"Mindy Kaling born June 24, 1979 (age 46)"
"Elena Kampouris born September 16, 1997 (age 27)"
"Melina Kanakaredes born April 23, 1967 (age 58)"
"Carol Kane born June 18, 1952 (age 73)"
"Chelsea Kane born September 15, 1988 (age 36)"
"Mitzi Kapture born May 2, 1962 (age 63)"
"Kym Karath born August 4, 1958 (age 66)"
Kathryn Kates 1948–2022
"Julie Kavner born September 7, 1950 (age 74)"
"Lainie Kazan born May 15, 1940 (age 85)"
Jane Kean 1923–2013
"Staci Keanan born June 6, 1975 (age 50)"
"Diane Keaton born January 5, 1946 (age 79)"
"Arielle Kebbel born February 19, 1985 (age 40)"
"Monica Keena born May 28, 1979 (age 46)"
"Catherine Keener born March 23, 1959 (age 66)"
Sally Kellerman 1937–2022
"Sheila Kelley born October 9, 1961 (age 63)"
"Catherine Kellner born October 2, 1970 (age 54)"
Grace Kelly 1929–1982
"Jean Louisa Kelly born March 9, 1972 (age 53)"
Lisa Robin Kelly 1970–2013
"Minka Kelly born June 24, 1980 (age 45)"
"Moira Kelly born March 6, 1968 (age 57)"
Nancy Kelly 1921–1995
Patsy Kelly 1910–1981
Paula Kelly 1943–2020
"Anna Kendrick born August 9, 1985 (age 39)"
"Kyla Kenedy born February 4, 2003 (age 22)"
Barbara Kent 1907–2011
"Riley Keough born May 29, 1989 (age 36)"
"Joanna Kerns born February 12, 1953 (age 72)"
"Sandra Kerns born July 20, 1949 (age 76)"
"Alicia Keys born January 25, 1981 (age 44)"
Margot Kidder 1948–2018
"Nicole Kidman born June 20, 1967 (age 58) (dual Australian and American citizenship)"
"Laura Kightlinger born June 13, 1964 (age 61) or 1969"
"Adrienne King born July 21, 1955 (age 70) or 1960"
"Aja Naomi King born January 11, 1985 (age 40)"
"Jaime King born April 23, 1979 (age 46)"
"Joey King born July 30, 1999 (age 25)"
"Kent King born August 5, 1974 (age 50)"
"Regina King born January 15, 1971 (age 54)"
Phyllis Kirk 1927–2006
"Jemima Kirke born April 26, 1985 (age 40) (English-born)"
"Lola Kirke born September 27, 1990 (age 34) (English-born)"
"Sally Kirkland born October 31, 1941 (age 83)"
Tawny Kitaen 1961–2021
Eartha Kitt 1927–2008
"Hayley Kiyoko born April 3, 1991 (age 34)"
"Alexis Knapp born July 31, 1989 (age 35)"
"Karen Kopins born October 10, 1961 (age 63)"
"Gladys Knight born May 28, 1944 (age 81)"
Shirley Knight 1936–2020
"Keshia Knight Pulliam born April 9, 1979 (age 46)"
"Beyoncé Knowles born September 4, 1981 (age 43)"
"Solange Knowles born June 24, 1986 (age 39)"
"Susan Kohner born November 11, 1936 (age 88)"
"Karen Kopins born October 10, 1961 (age 63)"
"Liza Koshy born March 31, 1996 (age 29)"
"Nancy Kovack born March 11, 1935 (age 90)"
"Linda Kozlowski born January 7, 1958 (age 67)"
"Jane Krakowski born October 11, 1968 (age 56)"
"Clare Kramer born September 3, 1974 (age 50)"
"Louisa Krause born May 20, 1986 (age 39)"
"Zoë Kravitz born December 1, 1988 (age 36)"
"Lisa Kudrow born July 30, 1963 (age 61)"
"Mila Kunis born August 14, 1983 (age 41) (born in Ukraine)"
"Swoosie Kurtz born September 6, 1944 (age 80)"
"Nancy Kwan born May 19, 1939 (age 86) (born in Hong Kong)"
L
"Eva LaRue born December 27, 1966 (age 58)"
"Vanessa Lachey born November 9, 1980 (age 44)"
"Cheryl Ladd born July 12, 1951 (age 74)"
"Diane Ladd born November 29, 1935 (age 89)"
"Christine Lahti born April 4, 1950 (age 75)"
"Sanoe Lake born May 19, 1982 (age 43) or 1979"
"Ricki Lake born September 21, 1968 (age 56)"
Veronica Lake 1922–1973
"Christine Lakin born January 25, 1979 (age 46)"
Hedy Lamarr 1914–2000 (born in Austria)
Dorothy Lamour 1914–1996
"Sarah Lancaster born February 12, 1980 (age 45)"
"Juliet Landau born March 30, 1965 (age 60)"
"Amy Landecker born September 30, 1969 (age 55)"
"Ricki Noel Lander born December 14, 1979 (age 45)"
"Audrey Landers born July 18, 1956 (age 69)"
"Judy Landers born October 7, 1958 (age 66)"
Carole Landis 1919–1948
Jessie Royce Landis 1896–1972
June Lang 1917–2005
"Diane Lane born January 22, 1965 (age 60)"
Priscilla Lane 1915–1995
"Sasha Lane born September 29, 1995 (age 29)"
Hope Lange 1933–2003
"Jessica Lange born April 20, 1949 (age 76)"
"Heather Langenkamp born July 17, 1964 (age 61)"
"A. J. Langer born May 22, 1974 (age 51)"
"Brooke Langton born November 27, 1970 (age 54)"
Angela Lansbury 1925–2022 (British-born)
Joi Lansing 1929–1972
"Liza Lapira born December 3, 1981 (age 43)"
"Brie Larson born October 1, 1989 (age 35)"
"Ali Larter born February 28, 1976 (age 49)"
"Louise Lasser born April 11, 1939 (age 86)"
Louise Latham 1922–2018
"Sanaa Lathan born September 19, 1971 (age 53)"
"Queen Latifah born March 18, 1970 (age 55)"
"Ashley Laurence born May 28, 1966 (age 59)"
"Oona Laurence born August 1, 2002 (age 22)"
Piper Laurie 1932–2023
Linda Lavin 1937–2024
Barbara Lawrence 1930–2013
"Jennifer Lawrence born August 15, 1990 (age 34)"
"Vicki Lawrence born March 26, 1949 (age 76)"
"Bianca Lawson born March 20, 1979 (age 46)"
"Jayme Lawson born September 19, 1997 (age 27)"
"Maggie Lawson born August 12, 1980 (age 44)"
"Nicole Leach born May 10, 1979 (age 46)"
Cloris Leachman 1926–2021
"Sharon Leal born October 17, 1972 (age 52)"
"Michael Learned born April 9, 1939 (age 86)"
"Kelly Le Brock born March 24, 1960 (age 65)"
Gwen Lee 1904–1961
Gypsy Rose Lee 1911–1970
"Michele Lee born June 24, 1942 (age 83)"
Peggy Lee 1920–2002
"Peyton Elizabeth Lee born May 22, 2004 (age 21)"
"Robinne Lee born July 16, 1974 (age 51)"
"Sheryl Lee born April 22, 1967 (age 58) (born in Germany)"
"Sondra Lee born September 30, 1930 (age 94)"
"Cassandra Lee Morris born April 19, 1982 (age 43)"
Andrea Leeds 1914–1984
"Erica Leerhsen born February 14, 1976 (age 49)"
"Hudson Leick born May 9, 1969 (age 56)"
"Cherami Leigh born July 19, 1988 (age 37)"
"Chyler Leigh born April 10, 1982 (age 43)"
Janet Leigh 1927–2004
