Title,Year,Runtime,IMDB Rating,Metascore,IMDB Votes,Box Office,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations,Descr_Sentiment,Tagline_Sentiment,Female_Lead,starpower
Mission: Impossible - The Final Reckoning,2025,169,7.4,67.0,111153,194753227.0,400000000,588936322,7.163,967,5,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,5,1,1,0,1.3333333333333333
Terrifier 3,2024,125,6.3,62.0,51460,53981071.0,2000000,90322103,6.838,1658,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.0
Megalopolis,2024,138,4.7,55.0,37102,7629085.0,120000000,14387154,5.207,823,9,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,16,1,0,0,0.3333333333333333
The Wild Robot,2024,102,8.2,85.0,181853,143901945.0,78000000,331982078,8.317,5197,9,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3,92,107,1,1,0,0.3333333333333333
Captain America: Brave New World,2025,118,5.7,42.0,150605,200500001.0,180000000,415101577,6.038,2428,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,8,0,1,0,1.0
Captain America: Brave New World,2025,118,5.7,42.0,150605,200500001.0,180000000,415101577,6.038,2428,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,8,0,1,0,1.0
The Batman,2022,176,7.8,72.0,875272,369345583.0,185000000,772319315,7.658,11075,3,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,39,182,0,1,0,0.3333333333333333
Twisters,2024,122,6.5,65.0,177991,267762265.0,155000000,372262265,6.824,2562,7,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,35,1,1,0,0.0
Smile 2,2024,127,6.7,67.0,117068,69012586.0,28000000,138128854,6.584,1674,10,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5,17,0,0,0,0.0
Conclave,2024,120,7.4,79.0,196289,32580655.0,20000000,115657988,7.206,2760,10,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,87,318,1,1,0,0.6666666666666666
Trap,2024,105,5.8,52.0,143997,42777281.0,30000000,83677281,6.295,2315,8,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,4,0,0,0,0.3333333333333333
The Apprentice,2024,122,7.1,64.0,61043,4001904.0,16000000,17271613,6.902,707,10,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,9,40,1,1,0,0.3333333333333333
Interstellar,2014,169,8.7,74.0,2375214,203227580.0,165000000,746606706,8.458,37515,11,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,44,148,1,1,0,2.0
Alien: Romulus,2024,119,7.1,64.0,256968,105313091.0,80000000,350865342,7.193,3814,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,14,55,1,0,0,0.0
Small Things Like These,2024,98,6.7,82.0,27377,1600956.0,3000000,12534032,6.768,341,11,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,11,1,0,0,0.3333333333333333
Longlegs,2024,101,6.6,77.0,196286,74346140.0,10000000,127961936,6.564,2137,7,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9,31,1,1,1,1.3333333333333333
Transformers One,2024,104,7.6,65.0,53738,59098421.0,75000000,128888103,8.057,1332,9,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25,1,1,0,0.6666666666666666
A Real Pain,2024,90,7.1,85.0,103111,8344978.0,3000000,24856027,6.745,1078,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,67,90,1,1,0,0.0
It Ends with Us,2024,130,6.3,53.0,88687,148518266.0,25000000,350993761,7.012,1669,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,4,0,0,1,0.3333333333333333
Paddington in Peru,2025,106,6.7,65.0,25325,45770312.0,90000000,170116764,6.897,446,2,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,6,1,0,0,0.0
Alita: Battle Angel,2019,122,7.3,53.0,314534,85838210.0,170000000,405000000,7.243,9508,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,10,25,1,1,0,0.6666666666666666
The Godfather,1972,175,9.2,100.0,2142249,136381073.0,6000000,245066411,8.686,21650,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,31,31,0,1,0,0.6666666666666666
Dune: Part Two,2024,166,8.5,79.0,648717,282144358.0,190000000,714444358,8.142,6867,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,110,374,1,1,0,0.3333333333333333
Blink Twice,2024,102,6.5,66.0,110604,23093906.0,20000000,46393906,6.677,1542,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,4,21,1,1,0,0.0
Moana 2,2024,100,6.6,58.0,112360,460405297.0,150000000,1059242164,7.065,2584,11,27,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,6,29,1,1,0,0.0
Mufasa: The Lion King,2024,118,6.6,56.0,72529,254567693.0,200000000,722631756,7.367,2276,12,20,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,17,1,1,0,0.0
The Shawshank Redemption,1994,142,9.3,82.0,3059994,28767189.0,25000000,28341469,8.712,28594,10,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7,21,42,1,1,0,1.0
Strange Darling,2024,97,7.1,80.0,54966,3083595.0,4000000,4853595,6.953,632,8,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,17,0,0,0,0.0
Civil War,2024,109,7.0,75.0,242384,68756072.0,50000000,126542249,6.854,3711,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,7,68,1,1,1,0.3333333333333333
Terrifier 2,2022,138,6.1,59.0,73190,10962499.0,250000,15741780,6.709,2286,10,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,12,1,0,0,0.0
Y2K,2024,91,4.8,49.0,15433,4446596.0,15000000,4210306,5.205,200,12,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0
Oppenheimer,2023,180,8.3,90.0,915198,330078895.0,100000000,952000000,8.056,10489,7,21,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,7,0,363,366,1,1,0,2.0
Inside Out 2,2024,96,7.5,73.0,225842,652980194.0,200000000,1698863816,7.553,6006,6,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,106,1,0,1,0.0
MaXXXine,2024,103,6.2,64.0,75017,15097632.0,1000000,22057160,6.352,1159,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,7,0,0,0,0.0
Smile,2022,115,6.5,68.0,205870,105935048.0,17000000,217408513,6.662,3648,9,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,23,0,0,0,0.0
Goodrich,2024,110,6.3,62.0,5776,1333431.0,5000000,1320429,6.3,75,10,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.0
Once Upon a Time... in Hollywood,2019,161,7.6,84.0,918707,142502728.0,95000000,392105159,7.426,14027,7,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2,0,146,377,1,1,0,1.3333333333333333
Focus,2015,105,6.6,56.0,287110,53862963.0,50100000,153962963,6.873,8006,2,27,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,1,1,0,0.0
The Ministry of Ungentlemanly Warfare,2024,122,6.8,55.0,138762,20535053.0,60000000,29768915,7.069,1532,4,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0.0
Furiosa: A Mad Max Saga,2024,148,7.5,79.0,294423,67475791.0,168000000,174287546,7.476,4280,5,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,28,127,1,1,0,0.0
Mission: Impossible - Dead Reckoning Part One,2023,163,7.6,81.0,305562,172640980.0,291000000,571125435,7.526,4468,7,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,18,67,0,1,0,1.3333333333333333
Horizon: An American Saga - Chapter 1,2024,181,6.6,49.0,41249,29035702.0,50000000,38735702,6.894,540,6,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,1,1,0,0.6666666666666666
The Dark Knight,2008,152,9.0,85.0,3044547,534987076.0,185000000,1004558444,8.522,34120,7,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2,0,163,165,1,1,0,0.6666666666666666
Despicable Me 4,2024,94,6.2,52.0,69284,361004205.0,100000000,969597394,7.035,2853,7,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,6,0,0,0,0.3333333333333333
The Fall Guy,2024,126,6.8,73.0,229636,92900355.0,125000000,181073291,7.011,3080,5,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,22,46,0,0,0,1.3333333333333333
The Lord of the Rings: The Fellowship of the Ring,2001,178,8.9,92.0,2124156,319372078.0,93000000,871368364,8.423,26187,12,19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,4,0,125,126,0,1,0,0.6666666666666666
28 Years Later,2025,115,7.1,77.0,65619,67098454.0,60000000,150000000,7.142,623,6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,8,1,1,0,1.0
Challengers,2024,131,7.0,82.0,160875,50119408.0,55000000,94182533,6.953,2263,4,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,74,151,1,1,0,0.3333333333333333
The Wolf of Wall Street,2013,180,8.2,75.0,1701789,116900694.0,100000000,407038432,8.028,24808,12,25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,38,180,0,1,0,0.6666666666666666
Beetlejuice,1988,92,7.5,71.0,402265,74664632.0,15000000,84554197,7.372,7983,3,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,7,11,0,0,0,0.3333333333333333
Borderlands,2024,101,4.7,26.0,50084,15482668.0,115000000,33017367,5.626,1265,8,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,11,1,1,0,0.6666666666666666
The Lord of the Rings: The War of the Rohirrim,2024,134,6.3,54.0,32299,9158572.0,30000000,20658572,6.618,647,12,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,0,1.0
Inglourious Basterds,2009,153,8.4,69.0,1701388,120540719.0,70000000,321457747,8.213,23036,8,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,134,173,1,0,0,1.3333333333333333
Candyman,1992,99,6.7,61.0,104279,25792310.0,6000000,25792310,6.6,1675,10,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,10,0,1,1,0.0
Superman,1978,143,7.4,82.0,197008,134478449.0,225000000,502700000,7.432,1204,12,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,19,23,1,1,0,0.6666666666666666
The Polar Express,2004,100,6.6,61.0,257433,189528738.0,165000000,318432432,6.721,6543,11,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,5,26,1,1,0,0.6666666666666666
Idiocracy,2007,84,6.5,66.0,198964,444093.0,30000000,495303,6.349,3200,1,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0
Titanic,1997,194,7.9,75.0,1348847,674354882.0,200000000,2264162353,7.906,26172,12,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,11,0,126,83,1,0,0,1.3333333333333333
Inception,2010,148,8.8,74.0,2705756,292587330.0,160000000,839030630,8.369,37712,7,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,4,0,159,220,0,1,0,2.0
Predestination,2015,97,7.4,69.0,322163,68372.0,5500000,4942449,7.425,6688,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12,20,1,1,0,0.6666666666666666
Poor Things,2023,141,7.8,88.0,344302,34553225.0,35000000,117607117,7.674,4849,12,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,4,0,123,425,1,1,1,0.0
Brothers,2009,105,7.1,58.0,161939,28544157.0,26000000,43500000,7.313,3720,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,4,16,0,1,0,1.3333333333333333
Anyone But You,2023,103,6.1,52.0,148019,88319668.0,25000000,214891370,6.854,2646,12,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,1,1,0,0.0
Eyes Wide Shut,1999,159,7.5,69.0,401539,55691208.0,65000000,162100000,7.481,6504,7,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,12,30,1,1,0,1.3333333333333333
Kraven the Hunter,2024,127,5.5,35.0,66571,25026310.0,120000000,59184643,6.529,1888,12,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5,1,0,0,0.3333333333333333
Pulp Fiction,1994,154,8.8,95.0,2352993,107928762.0,8000000,213928762,8.488,28893,10,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,69,72,1,0,0,2.0
Venom: Let There Be Carnage,2021,97,5.9,49.0,291093,213550366.0,110000000,506863592,6.769,10745,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,6,0,1,0,1.6666666666666667
The Brutalist,2025,216,7.4,90.0,85879,16279129.0,9600000,50145227,7.011,1172,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,136,344,1,0,0,1.0
Kinds of Kindness,2024,164,6.6,64.0,57519,5038931.0,15000000,16398509,6.5,1043,6,28,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,7,1,0,1,0.0
Sonic the Hedgehog 3,2024,110,6.9,56.0,67610,236115100.0,122000000,492162604,7.677,2803,12,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,1,1,0,0.6666666666666666
The Holdovers,2023,133,7.9,82.0,200890,20355375.0,13000000,42513270,7.674,2059,11,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,137,212,0,1,0,1.0
Bad Boys: Ride or Die,2024,115,6.5,54.0,102028,193573217.0,100000000,404547819,7.4,2981,6,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,4,1,1,0,0.3333333333333333
Hidden Figures,2017,127,7.8,74.0,275924,169607287.0,25000000,235957472,8.053,10027,1,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,37,94,1,1,1,0.3333333333333333
Good Will Hunting,1998,126,8.3,71.0,1147984,138433435.0,10000000,225900000,8.158,12942,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,25,61,1,0,0,1.3333333333333333
Love Actually,2003,135,7.5,55.0,560460,60352285.0,40000000,250779876,7.105,7003,11,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,29,0,1,0,0.6666666666666666
Ready or Not,2019,95,6.8,64.0,219128,28714231.0,6000000,57600000,7.035,4850,8,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,4,24,1,1,0,0.0
How to Train Your Dragon,2010,98,8.1,75.0,850745,217581231.0,150000000,605900000,8.067,1264,3,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,25,63,1,1,0,0.3333333333333333
Joker,2019,122,8.3,59.0,1619842,335477657.0,55000000,1078958629,8.134,26627,10,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,2,0,121,248,1,1,0,1.6666666666666667
Barbie,2023,114,6.8,80.0,617252,636238421.0,145000000,1445638421,6.97,10121,7,21,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,209,434,1,1,0,0.0
Deadpool,2016,108,8.0,65.0,1214570,363070709.0,58000000,782837347,7.623,31765,2,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,29,78,1,1,0,0.3333333333333333
Babygirl,2024,114,5.9,79.0,58374,28196732.0,20000000,60934894,5.778,815,12,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,9,25,1,1,1,1.3333333333333333
Fight Club,1999,139,8.8,67.0,2492404,37030102.0,63000000,100853753,8.437,30510,10,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,12,38,0,0,0,1.3333333333333333
The Last Dragon,1985,109,6.8,58.0,18701,25754284.0,10000000,25754284,6.427,262,3,22,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,0.0
Fifty Shades of Grey,2015,125,4.2,46.0,348728,166167230.0,40000000,569651467,5.885,12047,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,9,30,1,1,1,0.6666666666666666
Late Night with the Devil,2024,93,7.0,72.0,130503,10001000.0,2000000,15469415,7.107,1703,3,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,38,0,0,0,0.0
Elf,2003,97,7.1,66.0,330983,178053220.0,32000000,228500000,6.656,4223,11,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,8,1,1,0,0.0
Harold and the Purple Crayon,2024,90,5.7,34.0,9008,17640924.0,40000000,32227855,6.738,303,8,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,0,0.3333333333333333
Se7en,1995,127,8.6,65.0,1929288,101040643.0,33000000,327311859,8.376,21893,9,22,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,29,44,1,0,0,2.0
Deadpool 2,2018,119,7.6,66.0,719910,324591735.0,110000000,785896632,7.489,18500,5,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6,52,1,1,0,0.3333333333333333
